code,course_name,programme_title,faculty,programme_url,track_from_label,year_num,period,ects,course_level,course_coordinator,teaching_method,course_programmes,course_paragraphs_json
L_AABAXGO202,Classical Reception and Creative Writing,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient Studies,2,6.0,6,200,prof. dr. mr. R.J. Allan,"Seminar, Lecture",Hide full list (1); Ancient Studies,"[""Course Objective\nIn this course students\nBecome familiar with creative writing as a discipline and an art form\nStudy examples of creative reception of the material and textual heritage of the ancient world, and reflect on their cultural-historical context\nLearn how to read and write fiction, poetry, and/or (creative) non-fiction about topics related to the ancient world with a wider, non-specialist audience in mind, and identify how and where these audiences can be found"", ""Course Content\nStudents attend lectures on the general principles of reception theory as well as the forms and conventions of creative writing, and discuss examples of ways in which the heritage of the ancient world can be brought under the attention of a wider, non-specialist audience. In subsequent, intensive writing clinics, they develop their creative writing and revision skills, which they further practice in writing workshops. For their final assignment, they choose a reception topic (e.g. from the ACASA heritage list), reflect upon an appropriate form to engage a wider, non-specialist audience, and display creativity and originality in exploring that topic within their chosen form. They present their final assignment to their fellow students."", ""Additional Information Teaching Methods\nStudents attend two lectures on the reception of the ancient world, on top of a general introduction into the art of creative writing. In the second and third week, students will attend writing clinics with plenary sessions and break-out sessions in peer-groups. In the fourth week, students finish and present their final assignments."", ""Method of Assessment\nAttendance of the lectures, clinics and presentations (conditions met/not met)\nParticipation in discussion and feedback in the writing clinics and peer-groups (conditions met/not met)\nFinal creative writing assignment (graded, 100%)\nPresentation of creative writing assignment (conditions met/not met)\nThis course is part of the learning path Academic Skills of the BA Ancient Studies programme. In this course, students of this programme will be specifically trained and tested in creative writing skills for a wider non-specialist audience. The resit regulations are specified in the study manual."", ""Literature\nLiterature will be published on Canvas."", ""Additional Information Target Audience\nBA2 students of the Ancient Studies programme."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nACASA students must register via UvA https://glass.uva.nl\nThis course is not open for elective students.\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam.""]"
L_AABAOHW202,History and Culture of the Ancient Near East,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient Near Eastern Studies,2,1.0,6,200,dr. S. Thavapalan,"Seminar, Lecture","Hide full list (8); Ancient Studies; Archaeology; Communication and Information Studies; Greek and Latin Languages and Cultures; History; Literature and Society; Media, Art, Design and Architecture; Philosophy","[""Course Objective\nThis course aims to:\nintroduce students to the material and non-material heritage of the ancient Near East using methodologies developed in archaeology and Assyriology\nsurvey the major periods of Mesopotamian history by examining artifacts that have survived in the material record, key episodes and interpretive models proposed by modern scholars\nteach students how to make well-grounded arguments based on the interpretation of ancient texts and artifacts\nencourage students to reflect critically on how historians reconstruct the ancient past by using diverse types of evidence"", ""Course Content\nAncient Mesopotamia was the birthplace of some of the most important developments in human history. The first cities and empires, the earliest writings, the origins of mathematics, chemistry and astronomy: many of the ideas and worldviews that have shaped western civilization have their roots in the ancient Near East, and more particularly, in Mesopotamia. This course explores the cultures of present-day Iraq, Syria, Turkey and Iran from the Neolithic (ca. 10,000 BCE) to the end of the Achaemenid period (ca. 330 BCE). Students will learn about the rich history of this region through its literature, its art and its architecture. Topics to be covered include: early complex societies, state formation and political organization, religion, ethnicity, trade, diplomacy and warfare, family life, the position of women in society and crafts."", ""Additional Information Teaching Methods\nLectures, given twice a week. If the course is given online, some classes may be provided as pre-recorded lectures. Attendance is mandatory."", ""Method of Assessment\nWritten exam.\nStudents following the Ancient Near East track and who have already taken Elementary Akkadian 1 and 2, will complete a selection of short translation exercises (30% of grade) in addition to the final exam (70% of grade).\nThe resit regulations regarding the assignments are specified in the study manual."", ""Literature\nCourse textbook: van de Mieroop, Marc. 2016. A History of the Ancient Near East, ca. 3000–323 BC (3rd ed.). Chichester UK; Malden MA.\nAdditional literature and study material will be provided via Canvas."", ""Additional Information Target Audience\nTarget audience:\nBA2 students of Ancient Studies with specialisation Ancient History;\nBA2 students of Ancient Studies with specialisation Ancient Near Eastern Studies;\nOther interested students can take the course as an elective.""]"
L_BEBAARC209,Archaeology of the Ancient Near East,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient Near Eastern Studies,2,2.0,6,200,dr. F.A. Gerritsen,Lecture,"Hide full list (8); Ancient Studies; Archaeology; Communication and Information Studies; Greek and Latin Languages and Cultures; History; Literature and Society; Media, Art, Design and Architecture; Philosophy","[""Course Objective\nUpon completion of this course you will have:\nAcquired a general knowledge of the main cultural and historical developments of the Near East between the 10th and 1st millennia BC, from an archaeological perspective\nAcquired an understanding of the datasets, theories and approaches that characterize the field of Near Eastern archaeology\nThe ability to formulate a relevant research question and construct a basic research design to investigate a topic of your choice within the discipline"", ""Course Content\nThe region of West Asia that in western scholarship is traditionally called the Near East has seen many cultural developments in antiquity that have had a global impact and continue to shape our world today. They include the earliest sedentary farming societies, metallurgy, urbanism, writing and administration, states and empires. Archaeology has played a major role in rediscovering the cultural significance of the ancient Near East, in addition to Biblical scholarship and cuneiform studies, and continues to do so. This course introduces you to the ancient Near East from an archaeological perspective, focusing on developments in the Fertile Crescent and Mesopotamia. It discusses the datasets, theories and approaches that characterize the field of Near Eastern archaeology, and challenges you to think about how new research could expand and improve our knowledge about the ancient Near East. The course consists of 1) an archaeology-based overview of the societies and cultures of the Ancient Near East, and 2) a presentation and further discussion of several themes related to sedentism and food production, ancient urbanism and town-countryside relationships, including power and monumentality, food supply system, and administration."", ""Additional Information Teaching Methods\nLecture classes and discussion classes."", ""Method of Assessment\nAssignments (written and oral) (25%), written exam (75%).\nThe resit regulations will be specified in the study manual."", ""Literature\nMatthews, R. 2003: The Archaeology of Mesopotamia. Theories and Approaches, London: Routledge;\nAdditional literature (scholarly articles and excavation reports)."", ""Additional Information Target Audience\nTarget audience:\nBA2 students of Ancient Studies who specialize in Ancient Near Eastern Studies\nStudents of the minor Ancient Near Eastern Languages and Cultures\nInterested students of archaeology, (ancient) history, assyriology, classics or other disciplines who wish to take the course as an elective."", ""Recommended background knowledge\nThis course is designed primarily for students who have taken the course History and Culture of the Ancient Near East, or a similar introductory course. Students without this background knowledge are accepted in the course but are advised to do some independent background reading to gain a basic knowledge of the main historical periods and associated cultures. Marc van de Mieroop's A History of the Ancient Near East is recommended.""]"
L_AABAOHW309,Intermediate Akkadian,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient Near Eastern Studies,2,4.0,6,200,dr. M.M. Groß,Seminar,Hide full list (1); Ancient Studies,"[""Course Objective\nStudents will deepen their knowledge of Akkadian grammar and continue to develop their skills in deciphering and reading cuneiform. Readings from Mesopotamian texts in the original script and language will include, among others, Old Babylonian letters, excerpts from Standard Babylonian epics, historical and procedural texts."", ""Course Content\nIn this course students with a thorough basic knowledge of Akkadian (equivalent of Elementary Akkadian 1 & 2) will continue to grapple with the intricacies of the Babylonian and Assyrian languages and the cuneiform writing system. They will master the fundamentals of phonology, morphology and grammar and be introduced to the Standard Babylonian literary dialect, which developed from Old Babylonian."", ""Additional Information Teaching Methods\nSeminars (4 hrs/week). Attendance is mandatory."", ""Method of Assessment\nIn-class participation and preparation of weekly assignments (40%)\nWritten exam (60%)\nThe resit regulations regarding the assignments are specified in the study manual."", ""Literature\nFor this course you will need three items: a grammar book, a sign list and a dictionary. If you cannot obtain them yourself, the teacher will provide you with pdf files of the necessary literature:\nCourse textbook: Richard Caplice, Introduction to Akkadian (2002, 4th edition).\nSign list: Rykle Borger, Mesopotamisches Zeichenlexikon (last edition 2010) or Rene Labat, Manuel d’épigraphie akkadienne (last edition 1976).\nDictionaries:\nCDA: A Concise Dictionary of Akkadian, 2nd edition 2000, edited by Jeremy Black, Andrew George and Nicolas Postgate.\nAHw: von Soden, Wolfram. Akkadisches Handwörterbuch. 3 volumes. Wiesbaden, Harrassowitz, 1965-1981.\nCAD: The Assyrian Dictionary of the Oriental Institute of the University of Chicago. 21 volumes. Chicago: The Oriental Institute of the University of Chicago, 1956-2010. (Download individual volumes (PDF): http://oi.uchicago.edu/research/publications/assyrian-dictionary-oriental-institute-university-chicago-cad)\nNote: Facsimile copies and editions of the texts we read will be provided by the teacher."", ""Additional Information Target Audience\nTarget audience: Bachelor students who specialize in ancient Near Eastern Studies (with Akkadian language)."", ""Recommended background knowledge\nA thorough knowledge of Akkadian (Babylonian/Assyrian) grammar, vocabulary and cuneiform signs (Neo-Assyrian monumental script), equivalent to at least one full year of study is obligatory. Students should have followed Elementary Akkadian 1-2 and ideally one additional Akkadian reading course at the VU or elsewhere. In case of doubts about qualifications acquired outside the VU, please contact the course coordinator.""]"
L_AABAARC101,What is Archaeology?,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Archaeology,2,1.0,6,100,prof. dr. mr. R.J. Allan,"Excursion, Lecture","Hide full list (8); Ancient Studies; Archaeology; Communication and Information Studies; Greek and Latin Languages and Cultures; History; Literature and Society; Media, Art, Design and Architecture; Philosophy","[""Course Objective\nStudents who successfully complete this course will have a basic knowledge of and insight into:\nThe nature, aims and objectives of modern archaeology and its relationship with (ancient) history, anthropology and the sciences\nThe history of archaeology as an academic discipline, with attention for shifts in nature, aims and objectives and theoretical frameworks\nThe relationship between material culture and patterns in human behaviour and thinking, as well as current methods to study this relationship\nThe various theoretical perspectives involved in reconstructing past human behaviour and societies, with special attention for the role of anthropology and history\nThe role of archaeology and heritage in the contemporary world"", ""Course Content\nThis first level course offers students an introduction to key concepts and practical approaches in archaeology. Students will become acquainted with the nature, aims and research objectives of modern-day archaeology. They will also gain an insight into the history of archaeology as an academic discipline and its (evolving) relationship with (ancient) history, anthropology and the natural sciences. Students will be introduced to the various ways in which archaeologists use material culture to reconstruct the human past and past societies, with special attention being paid to the role of anthropological and historical approaches. The links between archaeological theory and practice will be further explored by the use of case studies drawn from a wide range of time periods and geographical regions. Finally, consideration will also be given to the politics of archaeology, and an introduction will be given to the opportunities and challenges that face archaeology and heritage in today’s world.\nDepending on the general timetable and the availability of ongoing excavations a (non-mandatory) field trip may be organized."", ""Additional Information Teaching Methods\nLectures (3 x 2 hours per week). Average number of contact hours per week: 6 hours. Course timetable to be published on rooster.uva.nl"", ""Method of Assessment\nTwo written examinations: a midterm in week 3 (40%) and a final exam in week 8 (60%).\nA minimum score of 55% (or 5.5 on a scale of 10) on the final is needed to pass the course.\nThe resit regulations will be specified in the UvA study manual."", ""Literature\nFor this course you are expected to buy a copy of:\nRenfrew, C./Bahn, P./DeMarrais, E., 2024, Archaeology: Theories, Methods and Practice, Thames & Hudson, ninth edition. €48.95 ISBN 0500297096\nIn addition, a syllabus will be made available on Canvas, with guidelines on how to approach the handbook and with trial questions and points of discussion for each class."", ""Additional Information Target Audience\nTarget audience:\nFirst year students in Archaeology.\nSecond year students Ancient Studies with a specialization in Archaeology.\nAlso available to other students as an elective; no entry requirements."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam.""]"
L_AABAARC203,Archaeology of Cult,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Archaeology,2,2.0,6,200,prof. dr. J.P. Crielaard,"Seminar, Lecture",Hide full list (2); Ancient Studies; Archaeology,"[""Course Objective\nOn completion of this course, you will have:\nacquired a critical understanding of the specific contribution of archaeology and its subdisciplines (e.g. iconography, zooarchaeology, archaeobotany) to the study of ancient religions, in comparison to other disciplines in the humanities, such as theology, anthropology, ancient history and material culture studies;\nlearnt to apply theoretical notions and concepts related to the study of religion to an archaeological dataset;\ngained more detailed knowledge of the most important cult places and the associated material culture, including animal bones and plant remains, in the Mediterranean and Northwest-Europe from c. 800 BC to 250 AD;\ngained insight into the origin, development and level of organization of cult communities in the ancient world;\nhad practical experience of what is required for an academic paper that follows disciplinary conventions and a given stylesheet"", ""Course Content\nThis course is about the archaeology of cult places. We discuss a number of key cultic and ritual sites in the Mediterranean and Northwest-Europe in the period from c. 800 BC (the period of the rise of the Greek city-states) to 250 AD (the crisis of the Roman cities of the West). In the lectures various aspects of the materiality of ancient religions will be discussed. In the seminars the students will present case-studies in which these aspects are further explored."", ""Additional Information Teaching Methods\nInteractive lectures / seminars (two times 2 hrs per week)."", ""Method of Assessment\nThe examination for this course consists of one non-graded assignment and two graded components.\nAssignment in week 1 (graded completed/not completed)\nWritten paper (80%)\nTo pass this course the assignment for week 1 should have been made and uploaded, while the grade for the written paper should be 5.5 or above. If the written paper is insufficient, you will get the chance to rewrite your essay (the highest grade possible will then be 6.5) or to write an entirely new paper on a different subject."", ""Literature\nThere is no course book with this module. The literature will be announced and/or made available on Canvas."", ""Additional Information Target Audience\nThis course is compulsory for 2nd year BA Archaeology students and for 2nd year BA Ancient Studies who follow the specialization Archaeology. Also students of the 'Doorstroom minor Archeologie' of the Saxion University of Applied Sciences and students of the premaster of Archaeology take this course."", ""Additional Information\nThis course is part of the learning path Academic Skills of the BA Archaeology programme. In this course, students of the programme will be specifically trained and tested in writing skills.\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nACASA students must register via UvA https://glass.uva.nl\nThis course is not open for elective students.\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam.""]"
L_AABAARC205,Theory in Archaeology,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Archaeology,2,4.0,6,200,dr. J.G. Aarts,"Seminar, Lecture",Hide full list (2); Ancient Studies; Archaeology,"[""Course Objective\nIn this course you will:\nGain an understanding of the key historical developments in archaeological theory\nDevelop a critical understanding of issues and debates in contemporary archaeological theory\nDevelop the skills and knowledge to assess the value and relevance of theoretical frameworks used in archaeological practice\nDiscuss and reflect upon theoretical frameworks and historical developments within peer-led groups\nDevelop the ability to apply archaeological theory to one's own archaeological research"", ""Course Content\nThe aim of this course is to provide an intensive undergraduate level introduction to archaeological theory and interpretation. The course will review the historical development of archaeological theory and will explore and evaluate the major interpretative frameworks used by different schools of thought. In addition to attending lectures students will be asked to read and reflect upon theoretically-driven case studies in weekly seminars. It is expressly intended that the student will not only learn a range of theoretical approaches but will also learn how to select and apply archaeological theory to study archaeological materials and human behaviour.\nContent will include the following:\nArchaeology and culture history\nMigrations and diffusion\nProcessual Archaeology\nPost processual archaeology\nPractice theory, habitus & agency\nBiographical approaches to materials and landscapes\nColonialism and post-colonial archaeologies"", ""Additional Information Teaching Methods\nSeminars and lectures, 2 x 2 hours per week"", ""Method of Assessment\nClass Participation (completed/ non-completed);\nOral Presentations (completed/non-completed);\nEssay Exam (graded).\nThis will be a formal closed book-examination about course material and literature.\nThis course is part of the learning path Academic Skills of the BA Archaeology programme. Its students will be specifically trained and tested in more advanced discussion skills (such as chairing, moderating, mediating).\nThe resit regulations will be specified in the study manual."", ""Literature\nKey texts:\nJohnson, M. 2010. Archaeological Theory, an introduction. Oxford, Blackwell Publishing.\nHarris, O.J.T. and Cipolla, C.N. 2017. Archaeological Theory in the New Millennium: Introducing Current Perspective. London and New York, Routledge.\n(Additional) literature will be made available on Canvas. Students need to have read the specified texts for class."", ""Additional Information Target Audience\nBA2 Archaeology students\nStudents from Saxion University of Applied Sciences who take the preparatory minor ('doorstroomminor') Archaeology\nACASA students of Classics or Ancient Studies who wish to take the course as an elective and have completed the module What is Archaeology? (BA1 Archaeology)"", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nACASA students must register via UvA https://glass.uva.nl\nThis course is not open for elective students.\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam.""]"
L_AABAARC110,Field School 1,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Archaeology,2,6.0,6,100,dr. J.G. Aarts,"Seminar, Excursion",Hide full list (2); Ancient Studies; Archaeology,"[""Course Objective\nAfter successful completion of this module, you will be able to\nApply the basic skills of archaeological field work and field recording methods\nIdentify archaeological features and structures, and show basic knowledge about their interpretation\nDemonstrate a good understanding of the aims, methods and results of the archaeological fieldwork project\nWrite daily reports and a final report to record your understanding of these aims, methods and results\nInform the public about the excavation results\nUnderstand the site's location in the landscape\nDemonstrate personal skills in teamwork and collaboration\nUnderstand the basics of the Dutch heritage regulations in archaeology (AMZ) and the quality system (KNA)"", ""Course Content\nExcavation and practicals. Practicals and formal classes in Amsterdam provide information on the field school project and an introduction to the material culture of the Roman, Medieval and Modern periods. The module takes four weeks, of which minimally two will be spent in the field. In the field you will learn excavation techniques, such as levelling, and sectioning settlement features, such as post-holes, ditches, wells and pits. You will not only learn how to handle a shovel and trowel but also how to retrieve information from remains left in the ground. You will be introduced into digital data collection, but you will also learn to make accurate analogue scale drawings of features. Finds are processed during the fieldwork as much as possible. You will write daily reports, as is customary in most digs. The field school takes place on a location outside of Amsterdam, where you will stay during the week."", ""Additional Information Teaching Methods\nFormal classes and practicals in Amsterdam\nFieldwork on a location outside Amsterdam, with overnight stay, minimal two weeks"", ""Method of Assessment\nAttendance of the practicals (P/NP) Daily reports (completed/non-completed) Commitment to fieldwork Further Assignments (completed/non-completed) In all four respects conditions must be met in order to pass this course."", ""Literature\nLiterature will be made available via Canvas."", ""Additional Information Target Audience\n1st year students Archaeology\nThis course is also offered as a restricted choice elective for BA2 Ancient Studies students with specialisation Archaeology and for pre-Master’s programme Archaeology students (on the condition that there are enough places available)."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed.\nThis course is not open for elective students.\nPlease note: This course is scheduled at the University of Amsterdam""]"
L_AABAARC212,Field School 2,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Archaeology,2,6.0,6,200,prof. dr. J.P. Crielaard,"Seminar, Fieldwork, Lecture",Hide full list (2); Ancient Studies; Archaeology,"[""Course Objective\nThis course offers BA2 students of the Archaeology programme of ACASA an opportunity to get more familiar with archaeological fieldwork. A detailed description of learning objectives can be found on the Canvas site. The particulars will be determined on an individual basis, in consultation with the course coordinator and with the fieldwork director of your chosen project.\nYou are able to explain how (part of) the fieldwork contributes to answering the site-level research questions.\nYou are able to describe the fieldwork project in terms of its value to the public outreach.\nYou are able to hold a progress meeting about the part of the project in which you are working with your immediate supervisor.\nYou are able to write daily/trench reports and can argue the decisions made in the field.\nYou are familiar with the KNA protocols for desk research, field survey and excavation (soil and sediment). You are able to explain the difference between conducting archaeological fieldwork in Pleistocene and Holocene contexts"", ""Course Content\nIn this module you can participate in one of the interesting and exciting ACASA fieldwork projects. Further information about these projects and the possibilities they offer will be made available to the students on the Canvas page of the module. For an impression of current ACASA fieldwork projects, see www.uva.nl/discipline/archeologie/onderzoek/onderzoek.html. In consultation with the course coordinator and with the fieldwork director you can partially shape your field school during these projects to your own interests. Do you want to gain more experience in archaeological fieldwork itself? Or focus on the study of finds from one of the excavations? Or do you have your own idea about your contribution to the projects (more material-, GIS- or heritage-oriented)? This module can be completed in various ways."", ""Additional Information Teaching Methods\nFieldwork"", ""Method of Assessment\nWritten report and oral evaluation. This course is part of the learning path Academic Skills of the BA Archaeology programme. All assessment will take place on a pass/fail basis."", ""Entry Requirements\nThis course is only accessible for ACASA and Saxion students. If you are not a student in an ACASA programme but wish to participate in one of the field school's projects, please go to this course: ACASA Fieldwork."", ""Literature\nLists of reading material will be made available by the fieldwork directors."", ""Additional Information Target Audience\nBA2 students of Archaeology (ACASA)\nBA2 students of Ancient Studies who specialize in Archaeology (ACASA), provided that there are enough places available.\nStudents of Saxion University of Applied Sciences with basic previous experience in archaeological fieldwork, provided that there are enough places available."", ""Additional Information\nThis course is only accessible for ACASA and Saxion students.\nIf you are not a student in an ACASA programme but wish to participate in one of the field school's projects, please go to this course: ACASA Fieldwork.\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nACASA students must register via UvA https://glass.uva.nl\nThis course is not open for elective students.\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam."", ""Explanation Canvas\nCommunication about this course takes place via Canvas.""]"
L_AABAOHW202,History and Culture of the Ancient Near East,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient History,2,1.0,6,200,dr. S. Thavapalan,"Seminar, Lecture","Hide full list (8); Ancient Studies; Archaeology; Communication and Information Studies; Greek and Latin Languages and Cultures; History; Literature and Society; Media, Art, Design and Architecture; Philosophy","[""Course Objective\nThis course aims to:\nintroduce students to the material and non-material heritage of the ancient Near East using methodologies developed in archaeology and Assyriology\nsurvey the major periods of Mesopotamian history by examining artifacts that have survived in the material record, key episodes and interpretive models proposed by modern scholars\nteach students how to make well-grounded arguments based on the interpretation of ancient texts and artifacts\nencourage students to reflect critically on how historians reconstruct the ancient past by using diverse types of evidence"", ""Course Content\nAncient Mesopotamia was the birthplace of some of the most important developments in human history. The first cities and empires, the earliest writings, the origins of mathematics, chemistry and astronomy: many of the ideas and worldviews that have shaped western civilization have their roots in the ancient Near East, and more particularly, in Mesopotamia. This course explores the cultures of present-day Iraq, Syria, Turkey and Iran from the Neolithic (ca. 10,000 BCE) to the end of the Achaemenid period (ca. 330 BCE). Students will learn about the rich history of this region through its literature, its art and its architecture. Topics to be covered include: early complex societies, state formation and political organization, religion, ethnicity, trade, diplomacy and warfare, family life, the position of women in society and crafts."", ""Additional Information Teaching Methods\nLectures, given twice a week. If the course is given online, some classes may be provided as pre-recorded lectures. Attendance is mandatory."", ""Method of Assessment\nWritten exam.\nStudents following the Ancient Near East track and who have already taken Elementary Akkadian 1 and 2, will complete a selection of short translation exercises (30% of grade) in addition to the final exam (70% of grade).\nThe resit regulations regarding the assignments are specified in the study manual."", ""Literature\nCourse textbook: van de Mieroop, Marc. 2016. A History of the Ancient Near East, ca. 3000–323 BC (3rd ed.). Chichester UK; Malden MA.\nAdditional literature and study material will be provided via Canvas."", ""Additional Information Target Audience\nTarget audience:\nBA2 students of Ancient Studies with specialisation Ancient History;\nBA2 students of Ancient Studies with specialisation Ancient Near Eastern Studies;\nOther interested students can take the course as an elective.""]"
L_AABAOHW213,The Decline and Fall of Rome,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient History,2,2.0,6,200,,"Seminar, Lecture","Hide full list (8); Ancient Studies; Archaeology; Communication and Information Studies; Greek and Latin Languages and Cultures; History; Literature and Society; Media, Art, Design and Architecture; Philosophy","[""Course Objective\nBy the end of the course, students will be able to:\nExplain which historical processes and events led to the end of the Western Roman Empire and the rise of its successors\nCritically reflect on important theories and debates regarding the causes and consequences of the 'decline and fall' of Rome\nAdequately assess the value of primary sources as evidence for various theories regarding the end of the Western Roman Empire\nExplain the significance of Rome's 'decline and fall' as a notion in Western thought and culture from the Enlightenment to the present"", ""Course Content\nhe decline and fall of the Western Roman Empire in the fifth century CE has fascinated scholars and artists since the days of Montesquieu and Edward Gibbon. How could a city and empire as powerful and civilized as ancient Rome succumb to 'primitive barbarians'? The explanations range far and wide, from decadence and lead-poisoning to Christianity sapping the Romans of their military strength.\nIn this course, we will discuss the momentous events of Rome’s final century, such as the plundering of the city by the Goths in 410 CE, the invasion of Attila the Hun in the 450s and the deposition of Romulus Augustulus in 476 CE. We will weigh several possible causes for the end of the Western Empire, but will also look at its heirs, such as the Franks, the Goths and the Byzantines. Was the fall of Rome indeed the catastrophic event it’s often made out to be, plunging Europe into an age of darkness, or should we place more emphasis on continuity and gradual transformation? Finally, we will discuss the iconic role of Rome’s 'decline and fall' in cultural memory, where it still haunts our collective imagination to the present day."", ""Additional Information Teaching Methods\nThe course will consist of one lecture and one seminar per week. Students are expected to attend and engage actively in group discussions."", ""Method of Assessment\nAssessment will take place through an essay (40%) and a written exam (60%).\nThe resit regulations regarding the assignments are specified in the course manual."", ""Literature\nVarious articles and book chapters, as well as ancient sources."", ""Additional Information Target Audience\nThis course is part of the specialisation Ancient History for 2nd BA students of Ancient Studies. It's also part of the minor \""Highlights of the Ancient World\"". Students not enrolled in this specialisation or minor can sign up for the elective course \""End of Empire: The Decline and Fall of Rome\""."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nACASA students must register via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam."", ""Recommended background knowledge\nStudents will benefit from some general knowledge of the Later Roman Empire.\nStudents who would like to refresh their memory of the Later Roman Empire are advised to read the final chapter of De Blois & Van der Spek, An Introduction to the Ancient World (especially from p349 onward). For a more detailed account, see Mitchell, A History of the Later Roman Empire, chapters 3 and 4 (especially up to p125).""]"
L_GABAGES222,Politics and International Relations in Antiquity,Ancient Studies,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/ancient-studies,Ancient History,2,4.0,6,200,prof. dr. R.B. ter Haar Romeny,Seminar,Hide full list (2); Ancient Studies; History,"[""Course Objective\nBy preparing and attending classes students will get acquainted with the different types of evidence used by ancient historians, and in particular with the possibilities and limitations of these types of evidence for research into political history and into interstate relations in Antiquity. In addition, students will acquire a basic knowledge of some of the more important theories on international relations."", ""Course Content\nAfter an introductory lecture, we will study and discuss evidence relating to eleven subjects (one subject per class). We will cover topics from the history of the Ancient Near East, Greek history (including the history of the Hellenistic world), and Roman history (including Late Antiquity). About each subject students will read c. 40 pages of sources in translation, and answer questions in writing. Class discussions will be based on these questions and other issues that the readings may raise."", ""Additional Information Teaching Methods\nSeminars"", ""Method of Assessment\nAttending at least ten out of the twelve classes (compulsory, non-graded)\nWritten sssignments (per class)\nAll eleven assignments will be checked for completeness. Two of these will be selected at random for grading. The average of these two will be your final grade for the course. The resit regulations regarding the assignments are specified in the study manual."", ""Literature\nAll literature will be made available through Canvas."", ""Additional Information Target Audience\nThis course is optional in the second year of the BA History and BA History and International Studies.\nThis course is part of the specialization Ancient History for second year Ancient Studies BA students.\nThis course is also open to Exchange students who meet the entry requirements."", ""Recommended background knowledge\nIntroductory courses in Ancient History (e.g. A Cultural History of the Ancient World 1 and 2 or Ancient History 1 and 2)\nExchange students should have completed at least 6 ECTS (or equivalent) of coursework in Ancient History, Classics or related disciplines.""]"
