code,course_name,programme_title,faculty,programme_url,year_num,period,ects,course_level,course_coordinator,teaching_method,course_programmes,course_paragraphs_json
L_AABAARC107,Environmental Archaeology,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,2.0,6,100,dr. S.J. Kluiving,"Seminar, Lecture",Hide full list (1); Archaeology,"[""Course Objective\nAt the end of this course, students:\nHave knowledge of the history, foundations and core concepts of environmental archaeology and ecological archaeology\nCan explain geological and soil science processes which are formative to the physical landscape and to distinguish between natural and human causes of these changes\nAre able to describe how different food economies are distinguished in archaeology and how those economies have affected the landscape\nAre able to interpret sources, methods and techniques used by ecological archaeology to recognize the most important physical characteristics of animal and plant remains."", ""Course Content\nEnvironmental Archaeology studies the interaction between humans and their environment in the past. It focuses on the reconstruction of the environment in its broadest sense (landscape, flora, fauna and climate), and the changes therein and it uses the abiotic and biotic components found in geological sediments, soils and archaeological deposits as its source material. While the focus is on the relationship between human settlement and its environment, environmental archaeology always puts man as centre stage: it studies how the physical landscape put limits and constraints on human settlement, and, vice versa, how the natural environment was changed by human intervention and exploitation for food and natural sources. In this course you will be introduced to the methods and theories used in this field of archaeology and learn how to put them to use to answer questions on the interrelationship between humans and their environment.\nIn this course, four aspects of the interrelationship between humans and their environment will be discussed:\nNatural and human-induced processes in the formation of the landscape;\nSpatial imaging of the landscape: the use of maps;\nPlants and animals in the landscape and their exploitation;\nHumans in the landscape: environmental reconstruction and food economy."", ""Additional Information Teaching Methods\nThere will be 2 x 3 contact hours each week. Most of the classes have a practical component, for which attendance is mandatory.\nClasses consist of interactive lectures which introduce the course topics, and practicals which are aimed at:\ntraining you to use maps (topographic, soil, geomorphological, and archaeological prospection maps);\noffering you a first introduction to the determination of ecological remains (analysis of plants and bones);\npresenting a short natural landscape reference paper"", ""Method of Assessment\nThe students will be assessed by presentations (20%), contributions to practical assessments (AVV/NAV), and map exercises (20%). A final exam will conclude the course (60%).\nThe resit regulations will be specified in the study manual."", ""Literature\nRenfrew & Bahn - Archaeology, Theories, Methods and Practice, 6th edition or more recent:\nchapter 4: When? Dating Methods and Chronology\nchapter 6: What was the Environment. Environmental Archaeology\nchapter 7: What did they eat? Subsistence and Diet\nAdditional study materials will be available via Canvas."", ""Additional Information Target Audience\nFirst year bachelor students of ACASA Archeology."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam."", ""Explanation Canvas\nWeekly overviews, discussion forums and assignments will be available via Canvas.""]"
L_AABAARC107,Environmental Archaeology,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,2.0,6,100,dr. S.J. Kluiving,"Seminar, Lecture",Hide full list (1); Archaeology,"[""Course Objective\nAt the end of this course, students:\nHave knowledge of the history, foundations and core concepts of environmental archaeology and ecological archaeology\nCan explain geological and soil science processes which are formative to the physical landscape and to distinguish between natural and human causes of these changes\nAre able to describe how different food economies are distinguished in archaeology and how those economies have affected the landscape\nAre able to interpret sources, methods and techniques used by ecological archaeology to recognize the most important physical characteristics of animal and plant remains."", ""Course Content\nEnvironmental Archaeology studies the interaction between humans and their environment in the past. It focuses on the reconstruction of the environment in its broadest sense (landscape, flora, fauna and climate), and the changes therein and it uses the abiotic and biotic components found in geological sediments, soils and archaeological deposits as its source material. While the focus is on the relationship between human settlement and its environment, environmental archaeology always puts man as centre stage: it studies how the physical landscape put limits and constraints on human settlement, and, vice versa, how the natural environment was changed by human intervention and exploitation for food and natural sources. In this course you will be introduced to the methods and theories used in this field of archaeology and learn how to put them to use to answer questions on the interrelationship between humans and their environment.\nIn this course, four aspects of the interrelationship between humans and their environment will be discussed:\nNatural and human-induced processes in the formation of the landscape;\nSpatial imaging of the landscape: the use of maps;\nPlants and animals in the landscape and their exploitation;\nHumans in the landscape: environmental reconstruction and food economy."", ""Additional Information Teaching Methods\nThere will be 2 x 3 contact hours each week. Most of the classes have a practical component, for which attendance is mandatory.\nClasses consist of interactive lectures which introduce the course topics, and practicals which are aimed at:\ntraining you to use maps (topographic, soil, geomorphological, and archaeological prospection maps);\noffering you a first introduction to the determination of ecological remains (analysis of plants and bones);\npresenting a short natural landscape reference paper"", ""Method of Assessment\nThe students will be assessed by presentations (20%), contributions to practical assessments (AVV/NAV), and map exercises (20%). A final exam will conclude the course (60%).\nThe resit regulations will be specified in the study manual."", ""Literature\nRenfrew & Bahn - Archaeology, Theories, Methods and Practice, 6th edition or more recent:\nchapter 4: When? Dating Methods and Chronology\nchapter 6: What was the Environment. Environmental Archaeology\nchapter 7: What did they eat? Subsistence and Diet\nAdditional study materials will be available via Canvas."", ""Additional Information Target Audience\nFirst year bachelor students of ACASA Archeology."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam."", ""Explanation Canvas\nWeekly overviews, discussion forums and assignments will be available via Canvas.""]"
L_AABAARC107,Environmental Archaeology,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,2.0,6,100,dr. S.J. Kluiving,"Seminar, Lecture",Hide full list (1); Archaeology,"[""Course Objective\nAt the end of this course, students:\nHave knowledge of the history, foundations and core concepts of environmental archaeology and ecological archaeology\nCan explain geological and soil science processes which are formative to the physical landscape and to distinguish between natural and human causes of these changes\nAre able to describe how different food economies are distinguished in archaeology and how those economies have affected the landscape\nAre able to interpret sources, methods and techniques used by ecological archaeology to recognize the most important physical characteristics of animal and plant remains."", ""Course Content\nEnvironmental Archaeology studies the interaction between humans and their environment in the past. It focuses on the reconstruction of the environment in its broadest sense (landscape, flora, fauna and climate), and the changes therein and it uses the abiotic and biotic components found in geological sediments, soils and archaeological deposits as its source material. While the focus is on the relationship between human settlement and its environment, environmental archaeology always puts man as centre stage: it studies how the physical landscape put limits and constraints on human settlement, and, vice versa, how the natural environment was changed by human intervention and exploitation for food and natural sources. In this course you will be introduced to the methods and theories used in this field of archaeology and learn how to put them to use to answer questions on the interrelationship between humans and their environment.\nIn this course, four aspects of the interrelationship between humans and their environment will be discussed:\nNatural and human-induced processes in the formation of the landscape;\nSpatial imaging of the landscape: the use of maps;\nPlants and animals in the landscape and their exploitation;\nHumans in the landscape: environmental reconstruction and food economy."", ""Additional Information Teaching Methods\nThere will be 2 x 3 contact hours each week. Most of the classes have a practical component, for which attendance is mandatory.\nClasses consist of interactive lectures which introduce the course topics, and practicals which are aimed at:\ntraining you to use maps (topographic, soil, geomorphological, and archaeological prospection maps);\noffering you a first introduction to the determination of ecological remains (analysis of plants and bones);\npresenting a short natural landscape reference paper"", ""Method of Assessment\nThe students will be assessed by presentations (20%), contributions to practical assessments (AVV/NAV), and map exercises (20%). A final exam will conclude the course (60%).\nThe resit regulations will be specified in the study manual."", ""Literature\nRenfrew & Bahn - Archaeology, Theories, Methods and Practice, 6th edition or more recent:\nchapter 4: When? Dating Methods and Chronology\nchapter 6: What was the Environment. Environmental Archaeology\nchapter 7: What did they eat? Subsistence and Diet\nAdditional study materials will be available via Canvas."", ""Additional Information Target Audience\nFirst year bachelor students of ACASA Archeology."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam."", ""Explanation Canvas\nWeekly overviews, discussion forums and assignments will be available via Canvas.""]"
L_AABAARC107,Environmental Archaeology,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,2.0,6,100,dr. S.J. Kluiving,"Seminar, Lecture",Hide full list (1); Archaeology,"[""Course Objective\nAt the end of this course, students:\nHave knowledge of the history, foundations and core concepts of environmental archaeology and ecological archaeology\nCan explain geological and soil science processes which are formative to the physical landscape and to distinguish between natural and human causes of these changes\nAre able to describe how different food economies are distinguished in archaeology and how those economies have affected the landscape\nAre able to interpret sources, methods and techniques used by ecological archaeology to recognize the most important physical characteristics of animal and plant remains."", ""Course Content\nEnvironmental Archaeology studies the interaction between humans and their environment in the past. It focuses on the reconstruction of the environment in its broadest sense (landscape, flora, fauna and climate), and the changes therein and it uses the abiotic and biotic components found in geological sediments, soils and archaeological deposits as its source material. While the focus is on the relationship between human settlement and its environment, environmental archaeology always puts man as centre stage: it studies how the physical landscape put limits and constraints on human settlement, and, vice versa, how the natural environment was changed by human intervention and exploitation for food and natural sources. In this course you will be introduced to the methods and theories used in this field of archaeology and learn how to put them to use to answer questions on the interrelationship between humans and their environment.\nIn this course, four aspects of the interrelationship between humans and their environment will be discussed:\nNatural and human-induced processes in the formation of the landscape;\nSpatial imaging of the landscape: the use of maps;\nPlants and animals in the landscape and their exploitation;\nHumans in the landscape: environmental reconstruction and food economy."", ""Additional Information Teaching Methods\nThere will be 2 x 3 contact hours each week. Most of the classes have a practical component, for which attendance is mandatory.\nClasses consist of interactive lectures which introduce the course topics, and practicals which are aimed at:\ntraining you to use maps (topographic, soil, geomorphological, and archaeological prospection maps);\noffering you a first introduction to the determination of ecological remains (analysis of plants and bones);\npresenting a short natural landscape reference paper"", ""Method of Assessment\nThe students will be assessed by presentations (20%), contributions to practical assessments (AVV/NAV), and map exercises (20%). A final exam will conclude the course (60%).\nThe resit regulations will be specified in the study manual."", ""Literature\nRenfrew & Bahn - Archaeology, Theories, Methods and Practice, 6th edition or more recent:\nchapter 4: When? Dating Methods and Chronology\nchapter 6: What was the Environment. Environmental Archaeology\nchapter 7: What did they eat? Subsistence and Diet\nAdditional study materials will be available via Canvas."", ""Additional Information Target Audience\nFirst year bachelor students of ACASA Archeology."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam."", ""Explanation Canvas\nWeekly overviews, discussion forums and assignments will be available via Canvas.""]"
L_AABAAGO108,Historical Sources,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,3.0,6,100,prof. dr. mr. R.J. Allan,"Seminar, Lecture",Hide full list (3); Ancient Studies; Archaeology; Greek and Latin Languages and Cultures,"[""Course Objective\nThe days of classical antiquity are irretrievably gone. So how can we know anything about this intriguing world? How do new and changed insights about Antiquity come about? In other words: how does research into the past work? The first-year module ‘Historical sources’ introduces all students of Classical philology, Archaeology and Ancient Studies to the process of research into the past, with a particular focus on the role of sources. For all knowledge of the past starts from the analysis of primary sources: relics of the past, whether surviving by accident or carefully transmitted.\nAt the end of this module, students are able to:\nidentify and execute the consecutive steps of the process of research into the past\nidentify various types of primary sources from the Ancient World, using the appropriate academic terms\ndiscuss the typical features, potential and limitations of the types of historical sources studied in class\napply source criticism to historical sources\nassess the value of different types of primary sources for different research questions, and to explain the advantages of combining multiple types of sources (multi-disciplinarity)"", ""Course Content\nIn this module, students are introduced to the whole spectrum of primary sources, the ways these have reached us, and the consequences of this process of survival for their potential and validity. The focus will lay on textual and iconographic sources from Classical Antiquity, such as historiographical texts, inscriptions, documents on papyrus and coins. What are their special features? What are their potential and limitations for research? We will not only look at texts and images, but also at the material forms in which they have reached us. You will learn to use these sources for research purposes: how to evaluate them critically and to analyze them so as to answer a specific research question.\nEach source type requires specific analytical skills. These often represent a subdiscipline within the wider field of ancient studies. For most research questions it is essential, however, to use more than just one type of source. Various sources can complement and enrich our picture of the past, as will be shown throughout the module by means of interesting and interdisciplinary case studies. When visiting the historical location of one of these cases, you even will personally experience the added value of such an interdisciplinary approach."", ""Additional Information Teaching Methods\nThis course consists of lectures, seminars and group projects."", ""Method of Assessment\nParticipation: assignments in preparation of and in class (not graded)\nWritten exam\nThe resit regulations regarding the assignments are specified in the study manual."", ""Additional Information Target Audience\nFirst-year ACASA students of Classics, Archaeology, and Ancient Studies.\nThe course is also open to elective students who have participated in A Cultural History of the Ancient World 1 and 2, or who can demonstrate to have attained a comparable level, for instance by completing specific parts of the BA History."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed.\nThis course is not open for elective students.\nPlease note: This course is scheduled at the University of Amsterdam""]"
L_AABAAGO108,Historical Sources,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,3.0,6,100,prof. dr. mr. R.J. Allan,"Seminar, Lecture",Hide full list (3); Ancient Studies; Archaeology; Greek and Latin Languages and Cultures,"[""Course Objective\nThe days of classical antiquity are irretrievably gone. So how can we know anything about this intriguing world? How do new and changed insights about Antiquity come about? In other words: how does research into the past work? The first-year module ‘Historical sources’ introduces all students of Classical philology, Archaeology and Ancient Studies to the process of research into the past, with a particular focus on the role of sources. For all knowledge of the past starts from the analysis of primary sources: relics of the past, whether surviving by accident or carefully transmitted.\nAt the end of this module, students are able to:\nidentify and execute the consecutive steps of the process of research into the past\nidentify various types of primary sources from the Ancient World, using the appropriate academic terms\ndiscuss the typical features, potential and limitations of the types of historical sources studied in class\napply source criticism to historical sources\nassess the value of different types of primary sources for different research questions, and to explain the advantages of combining multiple types of sources (multi-disciplinarity)"", ""Course Content\nIn this module, students are introduced to the whole spectrum of primary sources, the ways these have reached us, and the consequences of this process of survival for their potential and validity. The focus will lay on textual and iconographic sources from Classical Antiquity, such as historiographical texts, inscriptions, documents on papyrus and coins. What are their special features? What are their potential and limitations for research? We will not only look at texts and images, but also at the material forms in which they have reached us. You will learn to use these sources for research purposes: how to evaluate them critically and to analyze them so as to answer a specific research question.\nEach source type requires specific analytical skills. These often represent a subdiscipline within the wider field of ancient studies. For most research questions it is essential, however, to use more than just one type of source. Various sources can complement and enrich our picture of the past, as will be shown throughout the module by means of interesting and interdisciplinary case studies. When visiting the historical location of one of these cases, you even will personally experience the added value of such an interdisciplinary approach."", ""Additional Information Teaching Methods\nThis course consists of lectures, seminars and group projects."", ""Method of Assessment\nParticipation: assignments in preparation of and in class (not graded)\nWritten exam\nThe resit regulations regarding the assignments are specified in the study manual."", ""Additional Information Target Audience\nFirst-year ACASA students of Classics, Archaeology, and Ancient Studies.\nThe course is also open to elective students who have participated in A Cultural History of the Ancient World 1 and 2, or who can demonstrate to have attained a comparable level, for instance by completing specific parts of the BA History."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed.\nThis course is not open for elective students.\nPlease note: This course is scheduled at the University of Amsterdam""]"
L_AABAAGO108,Historical Sources,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,3.0,6,100,prof. dr. mr. R.J. Allan,"Seminar, Lecture",Hide full list (3); Ancient Studies; Archaeology; Greek and Latin Languages and Cultures,"[""Course Objective\nThe days of classical antiquity are irretrievably gone. So how can we know anything about this intriguing world? How do new and changed insights about Antiquity come about? In other words: how does research into the past work? The first-year module ‘Historical sources’ introduces all students of Classical philology, Archaeology and Ancient Studies to the process of research into the past, with a particular focus on the role of sources. For all knowledge of the past starts from the analysis of primary sources: relics of the past, whether surviving by accident or carefully transmitted.\nAt the end of this module, students are able to:\nidentify and execute the consecutive steps of the process of research into the past\nidentify various types of primary sources from the Ancient World, using the appropriate academic terms\ndiscuss the typical features, potential and limitations of the types of historical sources studied in class\napply source criticism to historical sources\nassess the value of different types of primary sources for different research questions, and to explain the advantages of combining multiple types of sources (multi-disciplinarity)"", ""Course Content\nIn this module, students are introduced to the whole spectrum of primary sources, the ways these have reached us, and the consequences of this process of survival for their potential and validity. The focus will lay on textual and iconographic sources from Classical Antiquity, such as historiographical texts, inscriptions, documents on papyrus and coins. What are their special features? What are their potential and limitations for research? We will not only look at texts and images, but also at the material forms in which they have reached us. You will learn to use these sources for research purposes: how to evaluate them critically and to analyze them so as to answer a specific research question.\nEach source type requires specific analytical skills. These often represent a subdiscipline within the wider field of ancient studies. For most research questions it is essential, however, to use more than just one type of source. Various sources can complement and enrich our picture of the past, as will be shown throughout the module by means of interesting and interdisciplinary case studies. When visiting the historical location of one of these cases, you even will personally experience the added value of such an interdisciplinary approach."", ""Additional Information Teaching Methods\nThis course consists of lectures, seminars and group projects."", ""Method of Assessment\nParticipation: assignments in preparation of and in class (not graded)\nWritten exam\nThe resit regulations regarding the assignments are specified in the study manual."", ""Additional Information Target Audience\nFirst-year ACASA students of Classics, Archaeology, and Ancient Studies.\nThe course is also open to elective students who have participated in A Cultural History of the Ancient World 1 and 2, or who can demonstrate to have attained a comparable level, for instance by completing specific parts of the BA History."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed.\nThis course is not open for elective students.\nPlease note: This course is scheduled at the University of Amsterdam""]"
L_AABAAGO108,Historical Sources,Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,3.0,6,100,prof. dr. mr. R.J. Allan,"Seminar, Lecture",Hide full list (3); Ancient Studies; Archaeology; Greek and Latin Languages and Cultures,"[""Course Objective\nThe days of classical antiquity are irretrievably gone. So how can we know anything about this intriguing world? How do new and changed insights about Antiquity come about? In other words: how does research into the past work? The first-year module ‘Historical sources’ introduces all students of Classical philology, Archaeology and Ancient Studies to the process of research into the past, with a particular focus on the role of sources. For all knowledge of the past starts from the analysis of primary sources: relics of the past, whether surviving by accident or carefully transmitted.\nAt the end of this module, students are able to:\nidentify and execute the consecutive steps of the process of research into the past\nidentify various types of primary sources from the Ancient World, using the appropriate academic terms\ndiscuss the typical features, potential and limitations of the types of historical sources studied in class\napply source criticism to historical sources\nassess the value of different types of primary sources for different research questions, and to explain the advantages of combining multiple types of sources (multi-disciplinarity)"", ""Course Content\nIn this module, students are introduced to the whole spectrum of primary sources, the ways these have reached us, and the consequences of this process of survival for their potential and validity. The focus will lay on textual and iconographic sources from Classical Antiquity, such as historiographical texts, inscriptions, documents on papyrus and coins. What are their special features? What are their potential and limitations for research? We will not only look at texts and images, but also at the material forms in which they have reached us. You will learn to use these sources for research purposes: how to evaluate them critically and to analyze them so as to answer a specific research question.\nEach source type requires specific analytical skills. These often represent a subdiscipline within the wider field of ancient studies. For most research questions it is essential, however, to use more than just one type of source. Various sources can complement and enrich our picture of the past, as will be shown throughout the module by means of interesting and interdisciplinary case studies. When visiting the historical location of one of these cases, you even will personally experience the added value of such an interdisciplinary approach."", ""Additional Information Teaching Methods\nThis course consists of lectures, seminars and group projects."", ""Method of Assessment\nParticipation: assignments in preparation of and in class (not graded)\nWritten exam\nThe resit regulations regarding the assignments are specified in the study manual."", ""Additional Information Target Audience\nFirst-year ACASA students of Classics, Archaeology, and Ancient Studies.\nThe course is also open to elective students who have participated in A Cultural History of the Ancient World 1 and 2, or who can demonstrate to have attained a comparable level, for instance by completing specific parts of the BA History."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed.\nThis course is not open for elective students.\nPlease note: This course is scheduled at the University of Amsterdam""]"
L_AABAAGO102,"A Cultural History of the Ancient World 2: The Hellenistic World, Italy and Rome",Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,4.0,6,100,prof. dr. mr. R.J. Allan,"Seminar*, Lecture",Hide full list (3); Ancient Studies; Archaeology; Greek and Latin Languages and Cultures,"[""Course Objective\nUpon completion of this course, students will:\nHave a basic knowledge and understanding of the main cultural and historical developments in Italy and the wider Mediterranean world in the period between ca. 1100 BCE and CE 400\nBe able to place these developments in time and space\nHave a firm grasp of the chronological framework of this period\nKnow and can apply the essential terms, notions, concepts and stylistic characteristics current in contemporary scholarship in this field\nHave experience in tackling cultural-historical problems from an interdisciplinary angle, using archaeological, textual and art historical sources\nRecognize a core group of items (objects and events) from images or basic descriptions, and describe their basic parameters (like date, maker(s) or protagonist, location etc.)\nBe trained in processing and presenting academic information in an oral format (spoken presentations) to an audience of their peers and non-specialists"", ""Course Content\nThis course offers an overview of the major historical and cultural developments in Italy and the Roman world between ca. 1100 BCE and CE 500, and traces the intensifying interaction of Rome with the wider Hellenistic and Mediterranean world. Recurring themes are (1) the emergence and development of states and political systems, in particular the Etruscan city-states, the Roman republic and the Roman empire; (2) how developments in different parts of the Mediterranean were interrelated; and (3) the interplay between material culture and mental concepts in these developments. In addition to the lectures, you work on assignments during the seminars that help you to further explore specific topics, to relate theory to practice, and to work with written sources (in translation) and original archaeological materials from the collection of the Allard Pierson."", ""Additional Information Teaching Methods\nLectures twice a week (2x2 hours/week); seminar once every two weeks (2 hours).\nTotal number of contact hours: 12x2 for lectures; 3x2 for seminars. Average number of contact hours per week: 5 hours.\nSchedule will be published on rooster.uva.nl"", ""Method of Assessment\nTwo seminar assignments (individual written work) and one group assignment (museum presentations) (together 25%);\nMidterm written exam in week 3 (30%);\nFinal written exam in week 7 (45%).\nTo pass the course, all assignments have to be completed.\nThis course is part of the learning path Academic Skills of the BA programmes Archaeology, Classics (GLTC) and Ancient Studies (Oudheidwetenschappen). Its students will be specifically trained in communicating with a wider, non-specialist audience in their museum assignment.\nThe resit regulations regarding the assignments are specified in the study manual."", ""Literature\nYou're expected to buy the following handbooks:\nDe Blois, L. & R. J. van der Spek 2019: An Introduction to the Ancient World (3rd revised edition), Taylor & Francis, Abingdon. ISBN 9780815372417 €44,99\nSteven L. Tuck, A History of Roman Art, (Wiley Blackwell), Oxford 2021. ISBN 9781119653288 €60,99"", ""Additional Information Target Audience\nFirst-year ACASA students of Classics, Archaeology, and Ancient Studies. The course can also be followed as an elective, as part of a minor or in an exchange program."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam.""]"
L_AABAAGO102,"A Cultural History of the Ancient World 2: The Hellenistic World, Italy and Rome",Archaeology,Faculty of Humanities,https://studiegids.vu.nl/en/Bachelor/2025-2026/archaeology,1,4.0,6,100,prof. dr. mr. R.J. Allan,"Seminar*, Lecture",Hide full list (3); Ancient Studies; Archaeology; Greek and Latin Languages and Cultures,"[""Course Objective\nUpon completion of this course, students will:\nHave a basic knowledge and understanding of the main cultural and historical developments in Italy and the wider Mediterranean world in the period between ca. 1100 BCE and CE 400\nBe able to place these developments in time and space\nHave a firm grasp of the chronological framework of this period\nKnow and can apply the essential terms, notions, concepts and stylistic characteristics current in contemporary scholarship in this field\nHave experience in tackling cultural-historical problems from an interdisciplinary angle, using archaeological, textual and art historical sources\nRecognize a core group of items (objects and events) from images or basic descriptions, and describe their basic parameters (like date, maker(s) or protagonist, location etc.)\nBe trained in processing and presenting academic information in an oral format (spoken presentations) to an audience of their peers and non-specialists"", ""Course Content\nThis course offers an overview of the major historical and cultural developments in Italy and the Roman world between ca. 1100 BCE and CE 500, and traces the intensifying interaction of Rome with the wider Hellenistic and Mediterranean world. Recurring themes are (1) the emergence and development of states and political systems, in particular the Etruscan city-states, the Roman republic and the Roman empire; (2) how developments in different parts of the Mediterranean were interrelated; and (3) the interplay between material culture and mental concepts in these developments. In addition to the lectures, you work on assignments during the seminars that help you to further explore specific topics, to relate theory to practice, and to work with written sources (in translation) and original archaeological materials from the collection of the Allard Pierson."", ""Additional Information Teaching Methods\nLectures twice a week (2x2 hours/week); seminar once every two weeks (2 hours).\nTotal number of contact hours: 12x2 for lectures; 3x2 for seminars. Average number of contact hours per week: 5 hours.\nSchedule will be published on rooster.uva.nl"", ""Method of Assessment\nTwo seminar assignments (individual written work) and one group assignment (museum presentations) (together 25%);\nMidterm written exam in week 3 (30%);\nFinal written exam in week 7 (45%).\nTo pass the course, all assignments have to be completed.\nThis course is part of the learning path Academic Skills of the BA programmes Archaeology, Classics (GLTC) and Ancient Studies (Oudheidwetenschappen). Its students will be specifically trained in communicating with a wider, non-specialist audience in their museum assignment.\nThe resit regulations regarding the assignments are specified in the study manual."", ""Literature\nYou're expected to buy the following handbooks:\nDe Blois, L. & R. J. van der Spek 2019: An Introduction to the Ancient World (3rd revised edition), Taylor & Francis, Abingdon. ISBN 9780815372417 €44,99\nSteven L. Tuck, A History of Roman Art, (Wiley Blackwell), Oxford 2021. ISBN 9781119653288 €60,99"", ""Additional Information Target Audience\nFirst-year ACASA students of Classics, Archaeology, and Ancient Studies. The course can also be followed as an elective, as part of a minor or in an exchange program."", ""Additional Information\nThis course is part of a joined programme by the Vrije Universiteit Amsterdam (VU) and the University of Amsterdam (UvA). It is taught at a UvA location. For the course schedule see https://rooster.uva.nl/"", ""Custom Course Registration\nFirst year ACASA students are automatically placed. Other students can register for this course via UvA https://glass.uva.nl\nVU students who would like to follow this course as an elective need to request a guest registration at the UvA. See for more information: https://www.uva.nl/en/education/other-programmes/electives/electives.html\nPlease note:\nCourse registration periods between VU and UvA differ.\nThis course is scheduled at the University of Amsterdam.""]"
